"value_eur";"club_name";"league_id";"league_name";"club_position";"overall";"potential";"age";"wage_eur";"release_clause_eur";"nation_team_id";"moneda"
2100000;"Bordeaux";2218;"Feminine Division 1";"LB";75;75;34;750;4600000;;"€"
5500000;"Dijon";2218;"Feminine Division 1";"ST";75;75;29;950;12100000;;"€"
3500000;"Reading";2216;"Women's Super League";"LCM";75;75;33;850;7400000;;"£"
6e+06;"Le Havre";2218;"Feminine Division 1";"LS";75;75;27;900;13200000;;"€"
1,1e+07;"Everton";2216;"Women's Super League";"RM";74;92;20;650;10800000;;"£"
8500000;"Aston Villa";2216;"Women's Super League";"RCB";74;84;23;600;19600000;;"£"
8500000;"Guingamp";2218;"Feminine Division 1";"SUB";74;83;19;500;20400000;;"€"
8e+06;"Manchester City";2216;"Women's Super League";"SUB";74;82;24;500;18400000;;"£"
9500000;"Tottenham";2216;"Women's Super League";"SUB";74;82;23;650;21900000;;"£"
9500000;"Bordeaux";2218;"Feminine Division 1";"SUB";74;82;22;650;22800000;;"€"
9e+06;"Liverpool";2216;"Women's Super League";"LWB";74;82;23;600;21600000;;"£"
9500000;"Liverpool";2216;"Women's Super League";"LW";74;82;23;750;22800000;;"£"
8e+06;"Leicester City";2216;"Women's Super League";"LCB";74;81;24;600;19200000;;"£"
5500000;"Arsenal";2216;"Women's Super League";"SUB";74;80;24;500;12400000;;"£"
6e+06;"Chelsea";2216;"Women's Super League";"SUB";74;79;25;750;12800000;113008;"£"
5500000;"Soyaux";2218;"Feminine Division 1";"RDM";74;79;25;650;12500000;;"€"
6e+06;"Dijon";2218;"Feminine Division 1";"LB";74;79;24;600;13700000;;"€"
6e+06;"Guingamp";2218;"Feminine Division 1";"RCM";74;78;25;750;13700000;;"€"
6e+06;"Brighton & Hove Albion";2216;"Women's Super League";"SUB";74;78;25;750;13100000;;"£"
5500000;"Leicester City";2216;"Women's Super League";"SUB";74;77;25;800;12500000;;"£"
5500000;"West Ham United";2216;"Women's Super League";"SUB";74;77;26;850;1,2e+07;;"£"
5500000;"Guingamp";2218;"Feminine Division 1";"LM";74;76;26;850;12500000;;"€"
4200000;"Liverpool";2216;"Women's Super League";"SUB";74;74;28;800;9200000;;"£"
3700000;"Reading";2216;"Women's Super League";"RB";74;74;29;750;7800000;;"£"
4100000;"Reading";2216;"Women's Super League";"CM";74;74;29;800;8600000;;"£"
4500000;"Dijon";2218;"Feminine Division 1";"SUB";74;74;27;750;9900000;;"€"
4e+06;"Rodez";2218;"Feminine Division 1";"RCM";74;74;30;750;8800000;;"€"
4200000;"Soyaux";2218;"Feminine Division 1";"CAM";74;74;29;850;9200000;;"€"
4100000;"Leicester City";2216;"Women's Super League";"SUB";74;74;27;700;9e+06;;"£"
1900000;"Le Havre";2218;"Feminine Division 1";"RCM";74;74;34;750;4200000;;"€"
4200000;"Le Havre";2218;"Feminine Division 1";"LCM";74;74;28;800;9200000;;"€"
3600000;"Reading";2216;"Women's Super League";"SUB";74;74;30;700;7600000;;"£"
7e+06;"Everton";2216;"Women's Super League";"SUB";73;88;19;500;10800000;;"£"
7e+06;"Tottenham";2216;"Women's Super League";"SUB";73;86;20;500;19100000;;"£"
7e+06;"Brighton & Hove Albion";2216;"Women's Super League";"ST";73;83;21;500;16100000;113007;"£"
6500000;"Everton";2216;"Women's Super League";"SUB";73;82;23;550;1,5e+07;;"£"
6500000;"Guingamp";2218;"Feminine Division 1";"LB";73;82;21;500;15600000;;"€"
6500000;"Soyaux";2218;"Feminine Division 1";"LCB";73;82;22;550;15600000;;"€"
6500000;"Dijon";2218;"Feminine Division 1";"LCB";73;82;22;550;15600000;;"€"
6500000;"Leicester City";2216;"Women's Super League";"RCM";73;81;23;600;15600000;;"£"
6500000;"Soyaux";2218;"Feminine Division 1";"SUB";73;81;20;500;15600000;;"€"
6e+06;"Brighton & Hove Albion";2216;"Women's Super League";"LDM";73;80;24;600;13800000;;"£"
4900000;"Olympique Lyonnais";2218;"Feminine Division 1";"RES";73;79;24;650;1,1e+07;;"€"
4900000;"Le Havre";2218;"Feminine Division 1";"RM";73;79;22;600;11800000;;"€"
3800000;"Stade de Reims";2218;"Feminine Division 1";"SUB";73;79;25;500;8700000;;"€"
4600000;"Bordeaux";2218;"Feminine Division 1";"SUB";73;79;22;550;1,1e+07;;"€"
4e+06;"Le Havre";2218;"Feminine Division 1";"RCB";73;78;25;600;9100000;113000;"€"
4e+06;"Everton";2216;"Women's Super League";"SUB";73;78;26;650;8700000;;"£"
4100000;"Soyaux";2218;"Feminine Division 1";"LDM";73;78;25;600;9300000;;"€"
4600000;"Liverpool";2216;"Women's Super League";"SUB";73;78;24;600;10500000;;"£"
4700000;"Le Havre";2218;"Feminine Division 1";"RS";73;78;24;650;10700000;;"€"
4100000;"Rodez";2218;"Feminine Division 1";"LS";73;76;25;750;9300000;;"€"
3500000;"Le Havre";2218;"Feminine Division 1";"LCB";73;76;27;650;8e+06;;"€"
3800000;"Tottenham";2216;"Women's Super League";"SUB";73;75;26;700;8300000;;"£"
2900000;"Guingamp";2218;"Feminine Division 1";"GK";73;75;26;500;6600000;;"€"
3600000;"Leicester City";2216;"Women's Super League";"ST";73;74;27;750;8200000;;"£"
2900000;"Aston Villa";2216;"Women's Super League";"SUB";73;74;28;650;6300000;;"£"
2800000;"Reading";2216;"Women's Super League";"SUB";73;74;29;650;6100000;;"£"
3e+06;"Liverpool";2216;"Women's Super League";"ST";73;73;30;750;6600000;;"£"
2e+06;"Dijon";2218;"Feminine Division 1";"SUB";73;73;32;650;4400000;;"€"
2500000;"Aston Villa";2216;"Women's Super League";"SUB";73;73;31;700;5300000;;"£"
3200000;"Rodez";2218;"Feminine Division 1";"RS";73;73;27;700;7e+06;;"€"
1e+06;"Soyaux";2218;"Feminine Division 1";"RCB";73;73;34;650;2200000;;"€"
2900000;"Le Havre";2218;"Feminine Division 1";"LB";73;73;27;650;6400000;;"€"
2500000;"Le Havre";2218;"Feminine Division 1";"SUB";73;73;30;650;5500000;;"€"
2200000;"Everton";2216;"Women's Super League";"LWB";73;73;31;650;4600000;;"£"
5500000;"Manchester City";2216;"Women's Super League";"SUB";72;85;20;500;1,5e+07;113007;"£"
5500000;"Reading";2216;"Women's Super League";"SUB";72;85;20;500;1,5e+07;;"£"
5500000;"West Ham United";2216;"Women's Super League";"SUB";72;84;21;500;12700000;;"£"
4800000;"Guingamp";2218;"Feminine Division 1";"SUB";72;83;19;500;11500000;;"€"
4400000;"Rodez";2218;"Feminine Division 1";"GK";72;83;19;500;10600000;;"€"
5e+06;"Brighton & Hove Albion";2216;"Women's Super League";"RB";72;82;22;500;11500000;;"£"
4900000;"West Ham United";2216;"Women's Super League";"SUB";72;81;23;500;11300000;;"£"
5e+06;"Liverpool";2216;"Women's Super League";"RCM";72;81;21;500;1,2e+07;;"£"
4600000;"Rodez";2218;"Feminine Division 1";"CB";72;81;18;500;1,1e+07;;"€"
4600000;"Dijon";2218;"Feminine Division 1";"GK";72;80;22;500;1,1e+07;113394;"€"
3200000;"Everton";2216;"Women's Super League";"CB";72;77;24;500;7e+06;;"£"
3600000;"Everton";2216;"Women's Super League";"SUB";72;77;24;600;7800000;;"£"
3400000;"Le Havre";2218;"Feminine Division 1";"SUB";72;77;25;600;7700000;;"€"
2600000;"Leicester City";2216;"Women's Super League";"SUB";72;76;25;500;5900000;;"£"
2500000;"Fleury 91";2218;"Feminine Division 1";"SUB";72;76;26;500;5400000;;"€"
2700000;"Manchester United";2216;"Women's Super League";"SUB";72;75;26;550;5900000;;"£"
2700000;"Stade de Reims";2218;"Feminine Division 1";"SUB";72;74;26;550;5900000;;"€"
2800000;"Guingamp";2218;"Feminine Division 1";"SUB";72;73;26;600;6400000;;"€"
1600000;"Manchester United";2216;"Women's Super League";"SUB";72;72;31;550;3400000;;"£"
1900000;"Le Havre";2218;"Feminine Division 1";"SUB";72;72;30;550;4200000;;"€"
2300000;"Leicester City";2216;"Women's Super League";"RWB";72;72;27;550;5100000;;"£"
2300000;"Manchester United";2216;"Women's Super League";"SUB";72;72;29;650;4800000;;"£"
1900000;"Manchester City";2216;"Women's Super League";"CM";72;72;31;600;4e+06;;"£"
2e+06;"Soyaux";2218;"Feminine Division 1";"SUB";72;72;30;550;4400000;;"€"
1100000;"Reading";2216;"Women's Super League";"SUB";72;72;33;550;2300000;;"£"
1200000;"Liverpool";2216;"Women's Super League";"GK";72;72;31;500;2600000;;"£"
750000;"Liverpool";2216;"Women's Super League";"CB";72;72;34;550;1700000;;"£"
2e+06;"Liverpool";2216;"Women's Super League";"SUB";72;72;29;600;4400000;;"£"
1100000;"Liverpool";2216;"Women's Super League";"LCM";72;72;34;600;2400000;;"£"
2300000;"Montpellier";2218;"Feminine Division 1";"SUB";72;72;28;650;4800000;;"€"
2200000;"Bordeaux";2218;"Feminine Division 1";"SUB";72;72;30;600;4800000;;"€"
2400000;"Reading";2216;"Women's Super League";"SUB";72;72;28;700;5e+06;;"£"
4800000;"Brighton & Hove Albion";2216;"Women's Super League";"SUB";71;87;19;500;13100000;;"£"
4300000;"Paris";2218;"Feminine Division 1";"SUB";71;85;17;500;11700000;;"€"
4300000;"Aston Villa";2216;"Women's Super League";"CDM";71;85;18;500;11700000;;"£"
4e+06;"Aston Villa";2216;"Women's Super League";"SUB";71;84;21;500;10900000;;"£"
4400000;"Brighton & Hove Albion";2216;"Women's Super League";"SUB";71;84;19;500;1,2e+07;;"£"
4400000;"Bordeaux";2218;"Feminine Division 1";"SUB";71;83;19;500;10600000;;"€"
4500000;"West Ham United";2216;"Women's Super League";"SUB";71;83;20;500;10400000;;"£"
4e+06;"Manchester City";2216;"Women's Super League";"SUB";71;82;21;500;9200000;113011;"£"
4200000;"Bordeaux";2218;"Feminine Division 1";"LS";71;82;21;500;10100000;;"€"
3500000;"Soyaux";2218;"Feminine Division 1";"SUB";71;78;22;500;8400000;;"€"
3800000;"Guingamp";2218;"Feminine Division 1";"SUB";71;78;23;500;9100000;;"€"
3500000;"Rodez";2218;"Feminine Division 1";"LCM";71;78;23;500;8400000;;"€"
3800000;"Rodez";2218;"Feminine Division 1";"CAM";71;78;22;500;9100000;;"€"
2400000;"Le Havre";2218;"Feminine Division 1";"SUB";71;77;24;500;5800000;;"€"
2800000;"Le Havre";2218;"Feminine Division 1";"SUB";71;76;24;500;6400000;;"€"
2900000;"Reading";2216;"Women's Super League";"SUB";71;76;24;500;6300000;;"£"
2e+06;"Leicester City";2216;"Women's Super League";"GK";71;75;26;500;4600000;;"£"
2200000;"Soyaux";2218;"Feminine Division 1";"SUB";71;74;26;500;5e+06;;"€"
2200000;"Rodez";2218;"Feminine Division 1";"LCB";71;74;26;500;5e+06;;"€"
2200000;"Aston Villa";2216;"Women's Super League";"SUB";71;72;26;550;4800000;;"£"
2e+06;"Dijon";2218;"Feminine Division 1";"LM";71;71;27;550;4400000;;"€"
1600000;"Liverpool";2216;"Women's Super League";"RCB";71;71;28;500;3500000;;"£"
1800000;"Liverpool";2216;"Women's Super League";"SUB";71;71;30;600;4e+06;;"£"
1600000;"Tottenham";2216;"Women's Super League";"SUB";71;71;28;500;3400000;;"£"
1600000;"Brighton & Hove Albion";2216;"Women's Super League";"SUB";71;71;22;500;3400000;;"£"
3800000;"Aston Villa";2216;"Women's Super League";"SUB";70;84;19;500;10400000;;"£"
3800000;"West Ham United";2216;"Women's Super League";"RAM";70;83;20;500;10400000;;"£"
3900000;"Montpellier";2218;"Feminine Division 1";"SUB";70;82;20;500;9e+06;;"€"
3500000;"Stade de Reims";2218;"Feminine Division 1";"SUB";70;81;20;500;8100000;;"€"
3500000;"Dijon";2218;"Feminine Division 1";"SUB";70;81;20;500;8400000;;"€"
3500000;"Chelsea";2216;"Women's Super League";"SUB";70;80;20;500;7900000;;"£"
3400000;"Paris Saint Germain";2218;"Feminine Division 1";"SUB";70;80;22;500;7700000;;"€"
3600000;"Leicester City";2216;"Women's Super League";"LCM";70;79;21;500;8600000;;"£"
3100000;"Bordeaux";2218;"Feminine Division 1";"SUB";70;79;22;500;7400000;;"€"
3400000;"Arsenal";2216;"Women's Super League";"SUB";70;78;23;500;7700000;;"£"
3400000;"Le Havre";2218;"Feminine Division 1";"RB";70;78;22;500;8200000;;"€"
3e+06;"Everton";2216;"Women's Super League";"SUB";70;77;24;500;6900000;;"£"
3300000;"Rodez";2218;"Feminine Division 1";"SUB";70;77;22;500;7900000;;"€"
2600000;"Le Havre";2218;"Feminine Division 1";"LM";70;76;22;500;6200000;;"€"
2200000;"Rodez";2218;"Feminine Division 1";"RWB";70;75;24;500;5e+06;;"€"
2e+06;"Soyaux";2218;"Feminine Division 1";"SUB";70;74;25;500;4600000;;"€"
1700000;"Reading";2216;"Women's Super League";"SUB";70;74;25;500;3700000;;"£"
1600000;"Everton";2216;"Women's Super League";"GK";70;73;26;500;3500000;;"£"
2100000;"Le Havre";2218;"Feminine Division 1";"SUB";70;73;25;500;4800000;;"€"
1500000;"Liverpool";2216;"Women's Super League";"LCB";70;71;29;500;3400000;;"£"
1900000;"Soyaux";2218;"Feminine Division 1";"ST";70;71;27;500;4300000;;"€"
775000;"Soyaux";2218;"Feminine Division 1";"SUB";70;70;34;500;1700000;;"€"
1200000;"Leicester City";2216;"Women's Super League";"SUB";70;70;31;500;2600000;;"£"
3600000;"West Ham United";2216;"Women's Super League";"SUB";69;85;19;500;9800000;;"£"
3200000;"Liverpool";2216;"Women's Super League";"SUB";69;84;19;500;6400000;;"£"
3100000;"Fleury 91";2218;"Feminine Division 1";"SUB";69;82;18;500;8400000;;"€"
2900000;"Olympique Lyonnais";2218;"Feminine Division 1";"RES";69;79;20;500;6500000;;"€"
3e+06;"Stade de Reims";2218;"Feminine Division 1";"SUB";69;79;18;500;6900000;;"€"
2700000;"Everton";2216;"Women's Super League";"SUB";69;78;21;500;10800000;;"£"
3100000;"Guingamp";2218;"Feminine Division 1";"SUB";69;78;21;500;7400000;;"€"
3200000;"Dijon";2218;"Feminine Division 1";"SUB";69;77;22;500;7700000;;"€"
3e+06;"Rodez";2218;"Feminine Division 1";"LWB";69;77;22;500;7200000;;"€"
1700000;"Dijon";2218;"Feminine Division 1";"SUB";69;74;24;500;3900000;;"€"
1800000;"Everton";2216;"Women's Super League";"SUB";69;72;25;500;3900000;113984;"£"
1600000;"Leicester City";2216;"Women's Super League";"CB";69;72;26;500;3600000;;"£"
1400000;"Rodez";2218;"Feminine Division 1";"SUB";69;72;26;500;3200000;;"€"
1500000;"Fleury 91";2218;"Feminine Division 1";"SUB";69;71;27;500;3300000;;"€"
1500000;"Bordeaux";2218;"Feminine Division 1";"SUB";69;71;26;500;3400000;;"€"
1600000;"Dijon";2218;"Feminine Division 1";"SUB";69;71;26;500;3600000;;"€"
2800000;"Chelsea";2216;"Women's Super League";"RES";68;81;21;500;7500000;;"£"
2700000;"Montpellier";2218;"Feminine Division 1";"SUB";68;80;19;500;6200000;;"€"
2800000;"Stade de Reims";2218;"Feminine Division 1";"SUB";68;80;18;500;6400000;;"€"
2200000;"Guingamp";2218;"Feminine Division 1";"SUB";68;79;19;500;5300000;;"€"
2600000;"Soyaux";2218;"Feminine Division 1";"LM";68;79;19;500;6200000;;"€"
2500000;"Rodez";2218;"Feminine Division 1";"SUB";68;79;18;500;6e+06;;"€"
2300000;"Liverpool";2216;"Women's Super League";"SUB";68;76;23;500;5500000;113984;"£"
2700000;"Dijon";2218;"Feminine Division 1";"SUB";68;76;22;500;6500000;;"€"
2200000;"Rodez";2218;"Feminine Division 1";"RCB";68;75;23;500;5300000;;"€"
2500000;"Rodez";2218;"Feminine Division 1";"SUB";68;75;22;500;6e+06;;"€"
2400000;"Le Havre";2218;"Feminine Division 1";"SUB";68;75;23;500;5800000;;"€"
1500000;"Soyaux";2218;"Feminine Division 1";"RM";68;70;25;500;3400000;;"€"
1500000;"Rodez";2218;"Feminine Division 1";"SUB";68;70;26;500;3400000;;"€"
1300000;"Soyaux";2218;"Feminine Division 1";"LB";68;69;27;500;3e+06;;"€"
1e+06;"Tottenham";2216;"Women's Super League";"SUB";68;68;30;500;2100000;;"£"
1200000;"Leicester City";2216;"Women's Super League";"SUB";68;68;29;500;2600000;;"£"
1e+06;"Liverpool";2216;"Women's Super League";"SUB";68;68;31;500;2200000;;"£"
1300000;"Brighton & Hove Albion";2216;"Women's Super League";"SUB";68;68;22;500;2700000;;"£"
2600000;"Chelsea";2216;"Women's Super League";"RES";67;84;18;500;7e+06;;"£"
2200000;"Stade de Reims";2218;"Feminine Division 1";"SUB";67;79;17;500;5100000;;"€"
2100000;"Montpellier";2218;"Feminine Division 1";"SUB";67;76;18;500;4800000;;"€"
2300000;"Soyaux";2218;"Feminine Division 1";"SUB";67;76;22;500;5500000;;"€"
2e+06;"Manchester City";2216;"Women's Super League";"SUB";67;74;21;500;4600000;;"£"
1100000;"Stade de Reims";2218;"Feminine Division 1";"SUB";67;69;26;500;2400000;;"€"
1300000;"Bordeaux";2218;"Feminine Division 1";"SUB";67;69;26;500;3e+06;;"€"
1e+06;"Tottenham";2216;"Women's Super League";"SUB";67;67;29;500;2100000;;"£"
2e+06;"Olympique Lyonnais";2218;"Feminine Division 1";"RES";66;82;18;500;5400000;;"€"
1900000;"Reading";2216;"Women's Super League";"SUB";66;81;19;500;5200000;;"£"
2e+06;"Paris Saint Germain";2218;"Feminine Division 1";"SUB";66;81;18;500;5400000;;"€"
2e+06;"Paris";2218;"Feminine Division 1";"SUB";66;79;19;500;5500000;;"€"
1900000;"Guingamp";2218;"Feminine Division 1";"SUB";66;75;22;500;4600000;;"€"
1900000;"Guingamp";2218;"Feminine Division 1";"SUB";66;75;22;500;4600000;;"€"
1800000;"Everton";2216;"Women's Super League";"SUB";66;74;22;500;4100000;;"£"
1e+06;"Rodez";2218;"Feminine Division 1";"SUB";66;69;26;500;2300000;;"€"
1600000;"Chelsea";2216;"Women's Super League";"RES";65;83;19;500;4300000;;"£"
1700000;"Reading";2216;"Women's Super League";"SUB";65;80;18;500;4600000;;"£"
1500000;"Stade de Reims";2218;"Feminine Division 1";"LCB";65;79;17;500;4100000;;"€"
1700000;"Olympique Lyonnais";2218;"Feminine Division 1";"RES";65;78;19;500;4500000;;"€"
1700000;"Fleury 91";2218;"Feminine Division 1";"SUB";65;78;19;500;4600000;;"€"
1500000;"Soyaux";2218;"Feminine Division 1";"SUB";65;76;20;500;3600000;;"€"
1500000;"Rodez";2218;"Feminine Division 1";"SUB";65;73;22;500;3600000;;"€"
875000;"Liverpool";2216;"Women's Super League";"SUB";65;70;23;500;2e+06;;"£"
775000;"Fleury 91";2218;"Feminine Division 1";"SUB";65;69;25;500;1700000;;"€"
950000;"Liverpool";2216;"Women's Super League";"SUB";65;68;25;500;2200000;;"£"
7e+05;"Bordeaux";2218;"Feminine Division 1";"SUB";65;65;30;500;1500000;;"€"
1500000;"Manchester City";2216;"Women's Super League";"SUB";64;84;18;500;4700000;;"£"
1500000;"Everton";2216;"Women's Super League";"SUB";64;82;18;500;10800000;;"£"
1400000;"Paris";2218;"Feminine Division 1";"SUB";64;81;18;500;3800000;;"€"
1400000;"Brighton & Hove Albion";2216;"Women's Super League";"SUB";64;80;18;500;12850000;;"£"
1400000;"Fleury 91";2218;"Feminine Division 1";"SUB";64;79;20;500;3800000;;"€"
1300000;"Olympique Lyonnais";2218;"Feminine Division 1";"RES";64;78;18;500;3500000;;"€"
1400000;"Leicester City";2216;"Women's Super League";"SUB";64;78;19;500;4e+06;;"£"
1200000;"Olympique Lyonnais";2218;"Feminine Division 1";"SUB";64;77;20;500;3200000;;"€"
1200000;"Le Havre";2218;"Feminine Division 1";"SUB";64;74;18;500;2900000;;"€"
1200000;"Montpellier";2218;"Feminine Division 1";"SUB";64;71;22;500;2800000;;"€"
750000;"Montpellier";2218;"Feminine Division 1";"SUB";64;70;24;500;1700000;;"€"
675000;"Dijon";2218;"Feminine Division 1";"SUB";64;66;26;500;1500000;;"€"
725000;"Dijon";2218;"Feminine Division 1";"SUB";64;66;26;500;1600000;;"€"
625000;"Aston Villa";2216;"Women's Super League";"SUB";64;64;27;500;1300000;;"£"
1500000;"West Ham United";2216;"Women's Super League";"SUB";63;85;18;500;4700000;;"£"
1200000;"Leicester City";2216;"Women's Super League";"SUB";63;82;18;500;7550000;;"£"
1100000;"Bordeaux";2218;"Feminine Division 1";"RCB";63;82;17;500;3100000;;"€"
1200000;"Soyaux";2218;"Feminine Division 1";"SUB";63;80;18;500;3400000;;"€"
1100000;"West Ham United";2216;"Women's Super League";"SUB";63;79;19;500;3e+06;;"£"
1100000;"Leicester City";2216;"Women's Super League";"SUB";63;77;19;500;3100000;;"£"
1100000;"Soyaux";2218;"Feminine Division 1";"RB";63;76;18;500;3100000;;"€"
875000;"Soyaux";2218;"Feminine Division 1";"SUB";63;74;18;500;2100000;;"€"
825000;"Brighton & Hove Albion";2216;"Women's Super League";"SUB";63;70;23;500;1900000;;"£"
1e+06;"Stade de Reims";2218;"Feminine Division 1";"RW";62;80;17;500;2700000;;"€"
8e+05;"Paris";2218;"Feminine Division 1";"SUB";62;77;18;500;2200000;;"€"
850000;"Stade de Reims";2218;"Feminine Division 1";"SUB";62;76;17;500;2300000;;"€"
875000;"Arsenal";2216;"Women's Super League";"SUB";62;75;18;500;2300000;;"£"
4e+05;"Manchester United";2216;"Women's Super League";"SUB";61;67;25;500;920000;;"£"
4e+05;"Rodez";2218;"Feminine Division 1";"SUB";61;63;26;500;910000;;"€"
